0.013167852,0.015306965,0.010626424,0.013560822
0.019903858,0.041130882,0.037637204,0.014135221
0.021016509,0.04321233,0.050688069,0.016700376
0.021058398,0.050201392,0.059185782,0.021348242
0.075862817,0.050871919,0.063304465,0.031837273
0.099866884,0.055607703,0.077626261,0.036904807
0.110412165,0.070946589,0.079181443,0.043763183
0.114336788,0.074526015,0.090366378,0.046188788
0.114981793,0.074691097,0.10987025,0.059740199
0.128757525,0.076351148,0.111205889,0.066788343
0.130466067,0.085953512,0.139139911,0.088597542
0.131352514,0.096685419,0.146747393,0.097268776
0.132036681,0.097343943,0.154026711,0.105643687
0.133326333,0.099624106,0.16250987,0.120981179
0.167794559,0.116188983,0.175897119,0.142507858
0.169171829,0.127695294,0.178543614,0.152784398
0.184711435,0.131996303,0.179310848,0.173090266
0.184775215,0.138750758,0.191981525,0.191423758
0.196594388,0.142177843,0.203702503,0.229983109
0.19973954,0.176505726,0.207693992,0.239056947
0.202905011,0.177930051,0.217629069,0.241656638
0.213600324,0.213164348,0.221326053,0.245006955
0.239808849,0.213376886,0.231201358,0.251040183
0.261710174,0.230008803,0.233239665,0.26764471
0.265224849,0.234404132,0.235976888,0.275435758
0.273325999,0.237972852,0.247170317,0.291047753
0.273698049,0.250854512,0.248600887,0.318287987
0.315078474,0.259467846,0.253061239,0.325228945
0.318797676,0.27645739,0.262566561,0.332585979
0.318959745,0.278589461,0.273928562,0.33992946
0.322292018,0.298402953,0.275127541,0.340810776
0.324587962,0.31883795,0.280017342,0.353809797
0.325104549,0.320338559,0.294290088,0.354063491
0.328604763,0.323328121,0.315248335,0.381252711
0.333653633,0.326524646,0.319809527,0.384447083
0.346173567,0.331301649,0.325891956,0.388724782
0.358029379,0.334324778,0.336864729,0.400220077
0.359646843,0.33481337,0.338985914,0.416770599
0.377284635,0.33512638,0.343640688,0.449074038
0.388498904,0.336557183,0.346471497,0.450812408
0.40185559,0.343889653,0.348195086,0.452718308
0.409103241,0.345027948,0.360502933,0.453759037
0.411686152,0.35124826,0.391721432,0.461028216
0.423699255,0.359667648,0.39522799,0.461606395
0.425353068,0.373859497,0.400568228,0.465231569
0.42958557,0.38429674,0.425260311,0.48171134
0.435982671,0.411952532,0.428730691,0.512778987
0.453132983,0.414015858,0.437099957,0.541711285
0.464607109,0.438383368,0.43935322,0.544975558
0.467434561,0.450851897,0.455938187,0.546958709
0.468359848,0.452115207,0.461109675,0.56085683
0.471189993,0.462637563,0.473318514,0.582306551
0.477370643,0.481471532,0.486590514,0.59267681
0.491166407,0.484160161,0.490105682,0.597780675
0.493718559,0.485199868,0.498135621,0.598236787
0.505562554,0.493752155,0.553067297,0.606481683
0.511211802,0.531754029,0.583148288,0.625415663
0.534053629,0.53868112,0.584829119,0.635931452
0.539244213,0.547499846,0.601472484,0.643969557
0.540239054,0.555768399,0.601506407,0.653985804
0.546189908,0.563551009,0.60315551,0.655048122
0.547591858,0.567056816,0.607248039,0.66383524
0.54971154,0.588934455,0.626769841,0.666614704
0.564380934,0.594234822,0.632779624,0.667598298
0.575332736,0.595930108,0.640486412,0.679196568
0.579360447,0.609905501,0.643186645,0.685872545
0.600377482,0.618812428,0.645877207,0.687404458
0.614822304,0.628369977,0.64789674,0.697119429
0.655824751,0.644017033,0.651224984,0.700594471
0.669593985,0.676651637,0.654892971,0.705558742
0.70788859,0.721525353,0.657204447,0.716413213
0.711033557,0.723056521,0.67662892,0.723540997
0.718878797,0.731212263,0.681729793,0.72421661
0.722707436,0.734713601,0.682725847,0.767479669
0.735958125,0.740427733,0.697713671,0.771945083
0.750698863,0.742212873,0.720822344,0.781037756
0.754383492,0.742565148,0.723289609,0.781451324
0.785836222,0.745920433,0.723326578,0.782494196
0.78734584,0.756875307,0.730103463,0.794786742
0.796761781,0.775097253,0.743226369,0.796105165
0.799704757,0.778395075,0.758604619,0.822789573
0.803106228,0.803026885,0.769551729,0.840831421
0.804433109,0.815156248,0.79212765,0.852160473
0.810357736,0.845310058,0.802228717,0.859073304
0.811699925,0.845885651,0.8187496,0.861703818
0.812124961,0.850343639,0.820652734,0.862637465
0.818974475,0.868308806,0.848534985,0.869293085
0.847743699,0.898276407,0.852970864,0.870095066
0.858148352,0.906335696,0.872681721,0.885253574
0.858598111,0.924397639,0.885750381,0.892853449
0.861900557,0.926589154,0.892361881,0.893545225
0.873001741,0.93196347,0.89591294,0.897304968
0.90223428,0.939804952,0.907063719,0.911272873
0.911420138,0.953828728,0.919880907,0.914418609
0.91173301,0.954938021,0.933282564,0.936080624
0.923757009,0.957863982,0.970393928,0.948005627
0.929021893,0.964249107,0.972832558,0.953153079
0.952342973,0.978605245,0.979946157,0.970997005
0.972155391,0.99289876,0.985053454,0.97280997
0.987796047,0.998000521,0.998403112,0.988747972
